locus_tag	ftype	length_bp	gene	EC_number	COG	product
SRR29831_02368	CDS	1782	recJ_1	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
SRR29831_02369	CDS	819	nfo	3.1.21.2		endonuclease 4
SRR29831_02370	CDS	1404	resA_2			Thiol-disulfide oxidoreductase ResA
SRR29831_02371	CDS	1272	uvsE	3.-.-.-		UV DNA damage endonuclease
SRR29831_02372	CDS	1218		3.4.24.-	COG0612	putative zinc protease
SRR29831_02373	CDS	411				hypothetical protein
SRR29831_02374	CDS	552	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
SRR29831_02375	CDS	564	ygcP		COG1954	putative protein YgcP
SRR29831_02376	CDS	2871	gyrA_1	5.6.2.2	COG0188	DNA gyrase subunit A
SRR29831_02377	CDS	1956	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
SRR29831_02378	CDS	378				hypothetical protein
SRR29831_02379	CDS	1173				hypothetical protein
SRR29831_02380	CDS	351				hypothetical protein
SRR29831_02381	CDS	243				hypothetical protein
SRR29831_02382	CDS	894				hypothetical protein
SRR29831_02383	CDS	144				hypothetical protein
SRR29831_02384	CDS	1290				hypothetical protein
SRR29831_02385	CDS	738	galE_2	5.1.3.2	COG1087	UDP-glucose 4-epimerase
SRR29831_02386	CDS	417			COG0716	Flavodoxin
SRR29831_02387	CDS	1422	mepA_8		COG0534	Multidrug export protein MepA
SRR29831_02388	CDS	96				hypothetical protein
SRR29831_02389	CDS	2067	rhaR_13			HTH-type transcriptional activator RhaR
SRR29831_02390	CDS	237				hypothetical protein
SRR29831_02391	CDS	1497	glpK	2.7.1.30	COG0554	Glycerol kinase
SRR29831_02392	CDS	705	glpF		COG0580	Glycerol uptake facilitator protein
SRR29831_02393	CDS	321				hypothetical protein
SRR29831_02394	CDS	687				hypothetical protein
SRR29831_02395	CDS	1077				hypothetical protein
SRR29831_02396	CDS	897	ytrB_2		COG1131	ABC transporter ATP-binding protein YtrB
SRR29831_02397	CDS	381	ytrA_3		COG1725	HTH-type transcriptional repressor YtrA
SRR29831_02398	CDS	516				hypothetical protein
SRR29831_02399	CDS	1713	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
SRR29831_02400	CDS	99				hypothetical protein
SRR29831_02401	CDS	1719				hypothetical protein
SRR29831_02402	CDS	591				hypothetical protein
SRR29831_02403	CDS	330				hypothetical protein
SRR29831_02404	CDS	1233		3.4.11.-		Aminopeptidase 2
SRR29831_02405	CDS	1146	gerAC_1			Spore germination protein A3
SRR29831_02406	CDS	1134	yndE_4			Spore germination protein YndE
SRR29831_02407	CDS	1488	gerBA_2			Spore germination protein B1
SRR29831_02408	CDS	210				hypothetical protein
SRR29831_02409	CDS	582	pdxT	4.3.3.6		Pyridoxal 5'-phosphate synthase subunit PdxT
SRR29831_02410	CDS	873	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
SRR29831_02411	CDS	741				hypothetical protein
SRR29831_02412	CDS	1575	cshA	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshA
SRR29831_02413	CDS	168				hypothetical protein
SRR29831_02414	CDS	393				hypothetical protein
SRR29831_02415	CDS	1695				hypothetical protein
SRR29831_02416	CDS	411				hypothetical protein
SRR29831_02417	CDS	642	yccM		COG0348	Putative electron transport protein YccM
SRR29831_02418	CDS	477				hypothetical protein
SRR29831_02419	CDS	918	glsA	3.5.1.2	COG2066	Glutaminase
SRR29831_02420	CDS	1050				hypothetical protein
SRR29831_02421	CDS	2061	mcpB_6		COG0840	Methyl-accepting chemotaxis protein McpB
SRR29831_02422	CDS	801				hypothetical protein
SRR29831_02423	CDS	1029	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
SRR29831_02424	CDS	2292	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
SRR29831_02425	CDS	1176	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
SRR29831_02426	CDS	1131				hypothetical protein
SRR29831_02427	CDS	813				hypothetical protein
SRR29831_02428	CDS	1050	dinB	2.7.7.7	COG0389	DNA polymerase IV
SRR29831_02429	CDS	267	ycdZ			Inner membrane protein YcdZ
SRR29831_02430	CDS	1236	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
SRR29831_02431	CDS	1317	preT	1.3.1.1	COG0493	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
SRR29831_02432	CDS	549	pyrR_2		COG2065	Bifunctional protein PyrR
SRR29831_02433	CDS	1056				hypothetical protein
SRR29831_02434	CDS	165	csrA1_1			Translational regulator CsrA1
SRR29831_02435	CDS	1230	fla		COG1344	Flagellar filament 41 kDa core protein
SRR29831_02436	CDS	159	csrA1_2			Translational regulator CsrA1
SRR29831_02437	CDS	420	slyA_3			Transcriptional regulator SlyA
SRR29831_02438	CDS	2259	uvrA_1			UvrABC system protein A
SRR29831_02439	CDS	522	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
SRR29831_02440	CDS	399				hypothetical protein
SRR29831_02441	CDS	1713	yoaH_2		COG0840	Putative methyl-accepting chemotaxis protein YoaH
SRR29831_02442	CDS	438	nudC_1	3.6.1.22		NADH pyrophosphatase
SRR29831_02443	CDS	474	fur_2		COG0735	Ferric uptake regulation protein
SRR29831_02444	CDS	2010				hypothetical protein
SRR29831_02445	CDS	2220				hypothetical protein
SRR29831_02446	CDS	735	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
SRR29831_02447	CDS	1143	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
SRR29831_02448	CDS	894	murQ_2	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
SRR29831_02449	CDS	735	nagR		COG2188	HTH-type transcriptional repressor NagR
SRR29831_02450	CDS	858	glcT		COG3711	PtsGHI operon antiterminator
SRR29831_02451	CDS	480	crr_1		COG2190	PTS system glucose-specific EIIA component
SRR29831_02452	CDS	1443	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
SRR29831_02453	CDS	1371	mepA_9			Multidrug export protein MepA
SRR29831_02454	CDS	1395	mepA_10			Multidrug export protein MepA
SRR29831_02455	CDS	1200	fprA1_2	1.6.3.4	COG0426	Flavo-diiron protein FprA1
SRR29831_02456	CDS	1908	caiA	1.3.8.13		Crotonobetainyl-CoA reductase
SRR29831_02457	CDS	507				hypothetical protein
SRR29831_02458	CDS	207				hypothetical protein
SRR29831_02459	CDS	498	mocA	2.7.7.76	COG2068	Molybdenum cofactor cytidylyltransferase
SRR29831_02460	CDS	468	cutS	1.2.5.3		Carbon monoxide dehydrogenase small chain
SRR29831_02461	CDS	831	ndhF	1.17.1.5		Nicotinate dehydrogenase FAD-subunit
SRR29831_02462	CDS	2340	hcrA	1.3.7.9		4-hydroxybenzoyl-CoA reductase subunit alpha
SRR29831_02463	CDS	1935	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
SRR29831_02464	CDS	1413	bglC	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
SRR29831_02465	CDS	834	licT_2		COG3711	Transcription antiterminator LicT
SRR29831_02466	CDS	987				hypothetical protein
SRR29831_02467	CDS	345	hybF_2		COG0375	Hydrogenase maturation factor HybF
SRR29831_02468	CDS	2679		1.18.1.2		Ferredoxin--NADP reductase
SRR29831_02469	CDS	672	hypB_2			Hydrogenase maturation factor HypB
SRR29831_02470	CDS	609	betI_7			HTH-type transcriptional regulator BetI
SRR29831_02471	CDS	1353	rlmCD_1	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
SRR29831_02472	CDS	459				hypothetical protein
SRR29831_02473	CDS	1854	ltaS2_2		COG1368	Lipoteichoic acid synthase 2
SRR29831_02474	CDS	753	yfcA		COG0730	putative membrane transporter protein YfcA
SRR29831_02475	CDS	465	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
SRR29831_02476	CDS	1206	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
SRR29831_02477	CDS	654	ribE	2.5.1.9	COG0307	Riboflavin synthase
SRR29831_02478	CDS	1095	ribD		COG0117	Riboflavin biosynthesis protein RibD
SRR29831_02479	CDS	1437	pepD_3	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
SRR29831_02480	CDS	894	gloB_4	3.1.2.6		Hydroxyacylglutathione hydrolase
SRR29831_02481	CDS	2646	mgtB	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
SRR29831_02482	CDS	120				hypothetical protein
SRR29831_02483	CDS	405				hypothetical protein
SRR29831_02484	CDS	1086				hypothetical protein
SRR29831_02485	CDS	1407	gerBA_3			Spore germination protein B1
SRR29831_02486	CDS	1095	gerBC			Spore germination protein B3
SRR29831_02487	CDS	1242	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
SRR29831_02488	CDS	1500	purH		COG0138	Bifunctional purine biosynthesis protein PurH
SRR29831_02489	CDS	618	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
SRR29831_02490	CDS	996	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
SRR29831_02491	CDS	1449	purF_1	2.4.2.14	COG0034	Amidophosphoribosyltransferase
SRR29831_02492	CDS	705	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
SRR29831_02493	CDS	480	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
SRR29831_02494	CDS	2556				hypothetical protein
SRR29831_02495	CDS	1218	dapE	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
SRR29831_02496	CDS	1329	ssnA	3.-.-.-	COG0402	Putative aminohydrolase SsnA
SRR29831_02497	CDS	3018	ygfK		COG0493	Putative oxidoreductase YgfK
SRR29831_02498	CDS	1197	ygeW	2.1.3.-	COG0078	Putative carbamoyltransferase YgeW
SRR29831_02499	CDS	1374	hyuA	3.5.2.-	COG0044	D-phenylhydantoinase
SRR29831_02500	CDS	1374	uacT_1		COG2233	Uric acid transporter UacT
SRR29831_02501	CDS	1212	dpaL	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
SRR29831_02502	CDS	1764	norR_5			Anaerobic nitric oxide reductase transcription regulator NorR
SRR29831_02503	CDS	738				hypothetical protein
SRR29831_02504	CDS	582	pucB		COG2068	Purine catabolism protein PucB
SRR29831_02505	CDS	849				hypothetical protein
SRR29831_02506	CDS	810				hypothetical protein
SRR29831_02507	CDS	546		3.6.1.15	COG1618	Nucleoside-triphosphatase THEP1
SRR29831_02508	CDS	969			COG0609	putative ABC transporter permease protein
SRR29831_02509	CDS	795			COG1120	putative ABC transporter ATP-binding protein
SRR29831_02510	CDS	1059			COG0614	putative protein
SRR29831_02511	CDS	333				hypothetical protein
SRR29831_02512	CDS	573	tesA	3.1.1.1	COG2755	Esterase TesA
SRR29831_02513	CDS	546				hypothetical protein
SRR29831_02514	CDS	114				hypothetical protein
SRR29831_02515	CDS	1443	adeQ		COG2252	Adenine permease AdeQ
SRR29831_02516	CDS	1353	alsT_7		COG1115	Amino-acid carrier protein AlsT
SRR29831_02517	CDS	2301	helD_2	3.6.4.12	COG3973	DNA helicase IV
SRR29831_02518	CDS	1062	mnmA_2	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
SRR29831_02519	CDS	609				hypothetical protein
SRR29831_02520	CDS	1626	rocB		COG4187	Protein RocB
SRR29831_02521	CDS	498				hypothetical protein
SRR29831_02522	CDS	1326				hypothetical protein
SRR29831_02523	CDS	291				hypothetical protein
SRR29831_02524	CDS	1314	bzaF	4.1.99.23	COG0422	5-hydroxybenzimidazole synthase
SRR29831_02525	CDS	1377	purF_2	2.4.2.14	COG0034	Amidophosphoribosyltransferase
SRR29831_02526	CDS	282				hypothetical protein
SRR29831_02527	CDS	714				hypothetical protein
SRR29831_02528	CDS	651				hypothetical protein
SRR29831_02529	CDS	858	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
SRR29831_02530	CDS	372	ytrA_4		COG1725	HTH-type transcriptional repressor YtrA
SRR29831_02531	CDS	513	trpP			putative tryptophan transport protein
SRR29831_02532	CDS	642	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
SRR29831_02533	CDS	744	rsxB_4	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
SRR29831_02534	CDS	678	vfr		COG0664	Cyclic AMP receptor-like protein
SRR29831_02535	CDS	444	cwlJ		COG3773	Cell wall hydrolase CwlJ
SRR29831_02536	CDS	528				hypothetical protein
SRR29831_02537	CDS	345				hypothetical protein
SRR29831_02538	CDS	2163				hypothetical protein
SRR29831_02539	CDS	738	glpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
SRR29831_02540	CDS	975				hypothetical protein
SRR29831_02541	CDS	1254		4.1.1.105		Tryptophan decarboxylase
SRR29831_02542	CDS	204				hypothetical protein
SRR29831_02543	CDS	735				hypothetical protein
SRR29831_02544	CDS	804			COG0327	GTP cyclohydrolase 1 type 2 
SRR29831_02545	CDS	690	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
SRR29831_02546	CDS	888				hypothetical protein
SRR29831_02547	CDS	1086	sigA		COG0568	RNA polymerase sigma factor SigA
SRR29831_02548	CDS	1773	dnaG	2.7.7.-		DNA primase
SRR29831_02549	CDS	1029				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
SRR29831_02550	CDS	1071	cotI_2			Spore coat protein I
SRR29831_02551	CDS	2634	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
SRR29831_02552	CDS	642	ccpN		COG0517	Transcriptional repressor CcpN
SRR29831_02553	CDS	621	TSFM			Elongation factor Ts, mitochondrial
SRR29831_02554	CDS	378	recO			DNA repair protein RecO
SRR29831_02555	CDS	891	era			GTPase Era
SRR29831_02556	CDS	399	cdd	3.5.4.5	COG0295	Cytidine deaminase
SRR29831_02557	CDS	699				hypothetical protein
SRR29831_02558	CDS	501	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
SRR29831_02559	CDS	2088	pgpH	3.1.4.59		Cyclic-di-AMP phosphodiesterase PgpH
SRR29831_02560	CDS	1161				hypothetical protein
SRR29831_02561	CDS	297				hypothetical protein
SRR29831_02562	CDS	447	yqeY		COG1610	putative protein YqeY
SRR29831_02563	CDS	177	rpsU			30S ribosomal protein S21
SRR29831_02564	CDS	345		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
SRR29831_02565	CDS	1299	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
SRR29831_02566	CDS	759	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
SRR29831_02567	CDS	939	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
SRR29831_02568	CDS	1146	dnaJ_1		COG0484	Chaperone protein DnaJ
SRR29831_02569	CDS	1872	dnaK		COG0443	Chaperone protein DnaK
SRR29831_02570	CDS	648	grpE			Protein GrpE
SRR29831_02571	CDS	1032	hrcA		COG1420	Heat-inducible transcription repressor HrcA
SRR29831_02572	CDS	1143	hemW		COG0635	Heme chaperone HemW
SRR29831_02573	CDS	1809	lepA	3.6.5.-		Elongation factor 4
SRR29831_02574	CDS	396				hypothetical protein
SRR29831_02575	CDS	1092				hypothetical protein
SRR29831_02576	CDS	975	gpr	3.4.24.78		Germination protease
SRR29831_02577	CDS	267	rpsT		COG0268	30S ribosomal protein S20
SRR29831_02578	CDS	1032	yqeN		COG1466	putative protein YqeN
SRR29831_02579	CDS	1788				hypothetical protein
SRR29831_02580	CDS	231				hypothetical protein
SRR29831_02581	CDS	2595		7.2.2.10		Calcium-transporting ATPase 1
SRR29831_02582	CDS	777				hypothetical protein
SRR29831_02583	CDS	1185				hypothetical protein
SRR29831_02584	CDS	423				hypothetical protein
SRR29831_02585	CDS	183				hypothetical protein
	repeat_region	422				
SRR29831_02586	CDS	759				hypothetical protein
SRR29831_02587	CDS	213				hypothetical protein
SRR29831_02588	CDS	279				hypothetical protein
SRR29831_02589	CDS	288				hypothetical protein
SRR29831_02590	CDS	1476				hypothetical protein
SRR29831_02591	CDS	216				hypothetical protein
SRR29831_02592	tRNA	72				tRNA-Asn(gtt)
SRR29831_02593	CDS	2073	fusA_1		COG0480	Elongation factor G
SRR29831_02594	CDS	231				hypothetical protein
SRR29831_02595	CDS	456	ctsR			Transcriptional regulator CtsR
SRR29831_02596	CDS	528	mcsA		COG3880	Protein-arginine kinase activator protein
SRR29831_02597	CDS	1044	mcsB	2.7.14.1		Protein-arginine kinase
SRR29831_02598	CDS	2436	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
SRR29831_02599	CDS	1359	radA	3.6.4.-	COG1066	DNA repair protein RadA
SRR29831_02600	CDS	1062	disA	2.7.7.85	COG1623	DNA integrity scanning protein DisA
SRR29831_02601	CDS	399				hypothetical protein
SRR29831_02602	CDS	1101	yacL	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
SRR29831_02603	CDS	690	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
SRR29831_02604	CDS	1638	proS_1	6.1.1.15		Proline--tRNA ligase
SRR29831_02605	CDS	1218	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
SRR29831_02606	CDS	1398	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
SRR29831_02607	CDS	441	mrnC	3.1.26.-	COG1939	Mini-ribonuclease 3
SRR29831_02608	CDS	753	thyX	2.1.1.148	COG1351	Flavin-dependent thymidylate synthase
SRR29831_02609	CDS	774		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
SRR29831_02610	CDS	510	yacP		COG3688	putative protein YacP
SRR29831_02611	CDS	642	sigH		COG1595	RNA polymerase sigma-H factor
SRR29831_02612	tRNA	75				tRNA-Gly(ccc)
SRR29831_02613	tRNA	76				tRNA-Thr(ggt)
SRR29831_02614	CDS	1194	tufA_1		COG0050	Elongation factor Tu
SRR29831_02615	CDS	150	rpmG2			50S ribosomal protein L33 2
SRR29831_02616	CDS	228	secE			Protein translocase subunit SecE
SRR29831_02617	CDS	525	nusG			Transcription termination/antitermination protein NusG
SRR29831_02618	CDS	426	rplK			50S ribosomal protein L11
SRR29831_02619	CDS	690	rplA			50S ribosomal protein L1
SRR29831_02620	CDS	501	rplJ		COG0244	50S ribosomal protein L10
SRR29831_02621	CDS	372	rplL			50S ribosomal protein L7/L12
SRR29831_02622	CDS	3711	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
SRR29831_02623	CDS	3537	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
SRR29831_02624	CDS	240	rplGB		COG1358	Ribosome-associated protein L7Ae-like protein
SRR29831_02625	CDS	378	rpsL		COG0048	30S ribosomal protein S12
SRR29831_02626	CDS	471	rpsG			30S ribosomal protein S7
SRR29831_02627	CDS	2070	fusA_2		COG0480	Elongation factor G
SRR29831_02628	CDS	1194	tufA_2		COG0050	Elongation factor Tu
SRR29831_02629	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
SRR29831_02630	CDS	630	rplC		COG0087	50S ribosomal protein L3
SRR29831_02631	CDS	621	rplD			50S ribosomal protein L4
SRR29831_02632	CDS	294	rplW		COG0089	50S ribosomal protein L23
SRR29831_02633	CDS	834	rplB		COG0090	50S ribosomal protein L2
SRR29831_02634	CDS	285	rpsS			30S ribosomal protein S19
SRR29831_02635	CDS	336	rplV		COG0091	50S ribosomal protein L22
SRR29831_02636	CDS	672	rpsC			30S ribosomal protein S3
SRR29831_02637	CDS	444	rplP		COG0197	50S ribosomal protein L16
SRR29831_02638	CDS	213	rpmC		COG0255	50S ribosomal protein L29
SRR29831_02639	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
SRR29831_02640	CDS	369	rplN			50S ribosomal protein L14
SRR29831_02641	CDS	318	rplX			50S ribosomal protein L24
SRR29831_02642	CDS	543	rplE			50S ribosomal protein L5
SRR29831_02643	CDS	186	rpsN1		COG0199	30S ribosomal protein S14
SRR29831_02644	CDS	399	rpsH		COG0096	30S ribosomal protein S8
SRR29831_02645	CDS	543	rplF			50S ribosomal protein L6
SRR29831_02646	CDS	360	rplR			50S ribosomal protein L18
SRR29831_02647	CDS	498	rpsE		COG0098	30S ribosomal protein S5
SRR29831_02648	CDS	180	rpmD		COG1841	50S ribosomal protein L30
SRR29831_02649	CDS	441	rplO			50S ribosomal protein L15
SRR29831_02650	CDS	1278	secY		COG0201	Protein translocase subunit SecY
SRR29831_02651	CDS	651	adk	2.7.4.3		Adenylate kinase
SRR29831_02652	CDS	750	map_1	3.4.11.18	COG0024	Methionine aminopeptidase 1
SRR29831_02653	CDS	282				hypothetical protein
SRR29831_02654	CDS	219	infA		COG0361	Translation initiation factor IF-1
SRR29831_02655	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
SRR29831_02656	CDS	372	rpsM		COG0099	30S ribosomal protein S13
SRR29831_02657	CDS	399	rpsK			30S ribosomal protein S11
SRR29831_02658	CDS	621	rpsD_1		COG0522	30S ribosomal protein S4
SRR29831_02659	CDS	948	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
SRR29831_02660	CDS	342	rplQ			50S ribosomal protein L17
SRR29831_02661	CDS	849	ecfA1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
SRR29831_02662	CDS	867	ecfA2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
SRR29831_02663	CDS	804	ecfT_3			Energy-coupling factor transporter transmembrane protein EcfT
SRR29831_02664	CDS	750	truA_2	5.4.99.12	COG0101	tRNA pseudouridine synthase A
SRR29831_02665	CDS	435	rplM		COG0102	50S ribosomal protein L13
SRR29831_02666	CDS	393	rpsI			30S ribosomal protein S9
SRR29831_02667	CDS	1617				hypothetical protein
SRR29831_02668	CDS	705				hypothetical protein
SRR29831_02669	CDS	843	ttdA	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
SRR29831_02670	CDS	555	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
SRR29831_02671	CDS	714				hypothetical protein
SRR29831_02672	CDS	2010	norR_6			Anaerobic nitric oxide reductase transcription regulator NorR
SRR29831_02673	CDS	1617	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
SRR29831_02674	CDS	744				hypothetical protein
SRR29831_02675	CDS	1254				hypothetical protein
SRR29831_02676	CDS	1176	iadA	3.4.19.-		Isoaspartyl dipeptidase
SRR29831_02677	CDS	318	trxA_2			Thioredoxin 1
SRR29831_02678	CDS	903	trxB_3	1.8.1.9	COG0492	Thioredoxin reductase
SRR29831_02679	CDS	534				hypothetical protein
SRR29831_02680	CDS	834	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
SRR29831_02681	CDS	1287	cdaR		COG4856	CdaA regulatory protein CdaR
SRR29831_02682	CDS	1599	dadA	1.4.99.-		D-amino acid dehydrogenase
SRR29831_02683	CDS	1095	buk2_1	2.7.2.7	COG3426	Butyrate kinase 2
SRR29831_02684	CDS	912	pta_2	2.3.1.8	COG0280	Phosphate acetyltransferase
SRR29831_02685	CDS	1071	buk2_2	2.7.2.7	COG3426	Butyrate kinase 2
SRR29831_02686	CDS	663				hypothetical protein
SRR29831_02687	CDS	210	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
